timestamp,junction,lat,lon,current_speed,free_flow_speed,current_travel_time,free_flow_travel_time,confidence,road_closure,timestamp_hour,precipitation_mm,rain_mm,temperature_c,windspeed_kmh,is_monsoon,hour,day_of_week,is_peak_hour,two wheeler,autorickshaw,car,bus,LCV,truck,bicycle,pedestrain,total_vehicles,pcu_density,festival_name,category,festival_impact,is_festival,is_ipl_season
2026-07-10 21:43:48.458304,Koyambedu,13.0694,80.1948,19,19,231,231,1.0,False,2026-07-10 21:00:00,0.0,0.0,29.4,17.6,True,21,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-10 21:43:48.458304,Vadapalani,13.0503,80.2121,22,31,376,267,1.0,False,2026-07-10 21:00:00,0.0,0.0,29.4,17.6,True,21,4,False,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,8.5,,,0.0,0,0
2026-07-10 21:43:48.458304,Central_Station,13.0827,80.2757,15,26,600,346,1.0,False,2026-07-10 21:00:00,0.0,0.0,29.4,17.6,True,21,4,False,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,5.0,13.0,,,0.0,0,0
2026-07-10 21:43:48.458304,Porur,13.0381,80.1564,13,18,189,136,0.97,False,2026-07-10 21:00:00,0.0,0.0,29.4,17.6,True,21,4,False,4.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,11.0,14.8,,,0.0,0,0
2026-07-10 23:14:53.146700,Porur,13.0381,80.1564,19,19,129,129,1.0,False,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,4.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,11.0,14.8,,,0.0,0,0
2026-07-10 23:14:53.146700,Kelambakkam_OMR,12.7925,80.2183,51,51,1338,1338,1.0,False,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-10 23:14:53.146700,Chromepet,12.9516,80.1462,38,38,1878,1878,1.0,False,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-10 23:14:53.146700,Mylapore,13.0339,80.2698,17,17,443,443,0.655358,True,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-10 23:14:53.146700,Perungudi_OMR,12.9634,80.2431,25,25,99,99,1.0,False,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-10 23:14:53.146700,Anna_Nagar_Roundtana,13.085,80.2101,15,15,66,66,1.0,False,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,2.0,0.0,5.0,0.0,2.0,1.0,0.0,2.0,12.0,12.0,,,0.0,0,0
2026-07-10 23:14:53.146700,Thoraipakkam_OMR,12.9407,80.235,20,20,523,523,1.0,False,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-10 23:14:53.146700,Velachery_Junction,12.9791,80.2211,32,32,1343,1343,1.0,False,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,2.0,1.0,4.0,1.0,2.0,0.0,1.0,1.0,12.0,12.3,,,0.0,0,0
2026-07-10 23:14:53.146700,Tambaram,12.9249,80.1,28,28,966,966,1.0,False,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-10 23:14:53.146700,Perambur,13.1141,80.2417,25,25,1036,1036,1.0,False,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-10 23:14:53.146700,Adyar_Signal,13.0064,80.257,22,25,523,460,0.934613,True,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-10 23:14:53.146700,Central_Station,13.0827,80.2757,26,26,346,346,1.0,False,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,5.0,13.0,,,0.0,0,0
2026-07-10 23:14:53.146700,Ashok_Nagar,13.0385,80.2107,35,35,2047,2047,1.0,False,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-10 23:14:53.146700,Anna_Salai_Teynampet,13.0455,80.25,30,33,1402,1274,0.962309,True,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-10 23:14:53.146700,Egmore,13.0732,80.2609,25,25,1,1,1.0,False,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,3.0,,,0.0,0,0
2026-07-10 23:14:53.146700,Kathipara,13.0107,80.2016,28,28,158,158,1.0,False,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-10 23:14:53.146700,T_Nagar_Panagal,13.0418,80.2341,32,32,242,242,1.0,False,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-10 23:14:53.146700,Koyambedu,13.0694,80.1948,19,19,231,231,1.0,False,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-10 23:14:53.146700,Vadapalani,13.0503,80.2121,21,30,394,276,1.0,False,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,8.5,,,0.0,0,0
2026-07-10 23:14:53.146700,Guindy,13.0067,80.2206,32,32,1343,1343,1.0,False,2026-07-10 23:00:00,0.0,0.0,29.3,12.6,True,23,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 16:59:03.345004,Kelambakkam_OMR,12.7925,80.2183,43,51,1587,1338,0.999632,False,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 16:59:03.345004,Perungudi_OMR,12.9634,80.2431,20,25,124,99,0.971884,False,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 16:59:03.345004,Thoraipakkam_OMR,12.9407,80.235,20,20,523,523,1.0,False,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 16:59:03.345004,Porur,13.0381,80.1564,19,19,129,129,1.0,False,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,4.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,11.0,14.8,,,0.0,0,0
2026-07-11 16:59:03.345004,Velachery_Junction,12.9791,80.2211,25,33,1719,1302,0.996096,False,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,2.0,1.0,4.0,1.0,2.0,0.0,1.0,1.0,12.0,12.3,,,0.0,0,0
2026-07-11 16:59:03.345004,Perambur,13.1141,80.2417,19,25,1363,1036,0.994956,False,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 16:59:03.345004,Mylapore,13.0339,80.2698,14,17,538,443,0.809711,True,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 16:59:03.345004,Chromepet,12.9516,80.1462,27,38,2643,1878,1.0,False,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 16:59:03.345004,Tambaram,12.9249,80.1,28,28,966,966,1.0,False,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 16:59:03.345004,Anna_Nagar_Roundtana,13.085,80.2101,9,14,110,71,0.99,False,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,2.0,0.0,5.0,0.0,2.0,1.0,0.0,2.0,12.0,12.0,,,0.0,0,0
2026-07-11 16:59:03.345004,Adyar_Signal,13.0064,80.257,17,25,677,460,0.953215,True,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 16:59:03.345004,Kathipara,13.0107,80.2016,28,28,158,158,1.0,False,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 16:59:03.345004,Guindy,13.0067,80.2206,25,33,1719,1302,0.996096,False,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 16:59:03.345004,T_Nagar_Panagal,13.0418,80.2341,32,32,242,242,1.0,False,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 16:59:03.345004,Anna_Salai_Teynampet,13.0455,80.25,24,33,1752,1274,0.968595,True,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 16:59:03.345004,Ashok_Nagar,13.0385,80.2107,29,35,2471,2047,1.0,False,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 16:59:03.345004,Central_Station,13.0827,80.2757,19,26,474,346,0.998753,False,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,5.0,13.0,,,0.0,0,0
2026-07-11 16:59:03.345004,Koyambedu,13.0694,80.1948,19,19,231,231,1.0,False,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 16:59:03.345004,Vadapalani,13.0503,80.2121,25,30,331,276,1.0,False,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,8.5,,,0.0,0,0
2026-07-11 16:59:03.345004,Egmore,13.0732,80.2609,25,25,1,1,1.0,False,2026-07-11 16:00:00,0.0,0.0,36.0,4.0,True,16,5,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,3.0,,,0.0,0,0
2026-07-11 17:00:25.586892,Perungudi_OMR,12.9634,80.2431,19,25,131,99,0.971884,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:00:25.586892,Tambaram,12.9249,80.1,28,28,966,966,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:00:25.586892,Chromepet,12.9516,80.1462,28,38,2549,1878,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:00:25.586892,Mylapore,13.0339,80.2698,13,18,580,419,0.816958,True,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:00:25.586892,Velachery_Junction,12.9791,80.2211,24,33,1791,1302,0.996619,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,2.0,1.0,4.0,1.0,2.0,0.0,1.0,1.0,12.0,12.3,,,0.0,0,0
2026-07-11 17:00:25.586892,Anna_Nagar_Roundtana,13.085,80.2101,10,14,99,71,0.99,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,2.0,0.0,5.0,0.0,2.0,1.0,0.0,2.0,12.0,12.0,,,0.0,0,0
2026-07-11 17:00:25.586892,Porur,13.0381,80.1564,19,19,129,129,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,4.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,11.0,14.8,,,0.0,0,0
2026-07-11 17:00:25.586892,Thoraipakkam_OMR,12.9407,80.235,20,20,523,523,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:00:25.586892,Perambur,13.1141,80.2417,19,25,1363,1036,0.994938,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:00:25.586892,Kelambakkam_OMR,12.7925,80.2183,44,51,1551,1338,0.999633,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:00:25.586892,Egmore,13.0732,80.2609,25,25,1,1,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,3.0,,,0.0,0,0
2026-07-11 17:00:25.586892,Ashok_Nagar,13.0385,80.2107,30,35,2388,2047,0.99963,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:00:25.586892,Vadapalani,13.0503,80.2121,26,31,318,267,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,8.5,,,0.0,0,0
2026-07-11 17:00:25.586892,Koyambedu,13.0694,80.1948,19,19,231,231,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:00:25.586892,Central_Station,13.0827,80.2757,19,26,474,346,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,5.0,13.0,,,0.0,0,0
2026-07-11 17:00:25.586892,Adyar_Signal,13.0064,80.257,15,25,768,460,0.953375,True,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:00:25.586892,Anna_Salai_Teynampet,13.0455,80.25,24,32,1752,1314,0.968595,True,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:00:25.586892,T_Nagar_Panagal,13.0418,80.2341,32,32,242,242,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:00:25.586892,Guindy,13.0067,80.2206,24,33,1791,1302,0.996619,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:00:25.586892,Kathipara,13.0107,80.2016,26,29,171,153,0.995573,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:05:25.582839,Velachery_Junction,12.9791,80.2211,25,33,1719,1302,0.996459,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,2.0,1.0,4.0,1.0,2.0,0.0,1.0,1.0,12.0,12.3,,,0.0,0,0
2026-07-11 17:05:25.582839,Perungudi_OMR,12.9634,80.2431,25,25,99,99,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:05:25.582839,Kelambakkam_OMR,12.7925,80.2183,43,51,1587,1338,0.999711,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:05:25.582839,Chromepet,12.9516,80.1462,27,38,2643,1878,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:05:25.582839,Mylapore,13.0339,80.2698,14,17,538,443,0.825084,True,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:05:25.582839,Perambur,13.1141,80.2417,19,24,1363,1079,0.995879,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:05:25.582839,Anna_Nagar_Roundtana,13.085,80.2101,8,15,124,66,0.99,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,2.0,0.0,5.0,0.0,2.0,1.0,0.0,2.0,12.0,12.0,,,0.0,0,0
2026-07-11 17:05:25.582839,Porur,13.0381,80.1564,19,19,129,129,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,4.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,11.0,14.8,,,0.0,0,0
2026-07-11 17:05:25.582839,Thoraipakkam_OMR,12.9407,80.235,20,20,523,523,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:05:25.582839,Tambaram,12.9249,80.1,28,28,966,966,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:05:25.582839,Adyar_Signal,13.0064,80.257,16,25,720,460,0.955049,True,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:05:25.582839,Vadapalani,13.0503,80.2121,22,30,376,276,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,8.5,,,0.0,0,0
2026-07-11 17:05:25.582839,Koyambedu,13.0694,80.1948,19,19,231,231,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:05:25.582839,Central_Station,13.0827,80.2757,20,25,450,360,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,5.0,13.0,,,0.0,0,0
2026-07-11 17:05:25.582839,Egmore,13.0732,80.2609,19,25,2,1,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,3.0,,,0.0,0,0
2026-07-11 17:05:25.582839,Anna_Salai_Teynampet,13.0455,80.25,24,33,1752,1274,0.968595,True,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:05:25.582839,T_Nagar_Panagal,13.0418,80.2341,27,31,287,250,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:05:25.582839,Guindy,13.0067,80.2206,25,33,1719,1302,0.996459,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:05:25.582839,Kathipara,13.0107,80.2016,28,28,158,158,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
2026-07-11 17:05:25.582839,Ashok_Nagar,13.0385,80.2107,28,35,2559,2047,1.0,False,2026-07-11 17:00:00,0.0,0.0,33.2,10.9,True,17,5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0
